"week","distance","change","elap30","PAT","type","field","wind","good","date","kicker"
2,43,1,14.1833,0,1,1,1,1,91095,"STOVER"
2,23,0,10.7833,0,1,1,1,1,91095,"STOVER"
2,20,0,0.2667,1,1,1,1,1,91095,"STOVER"
2,20,0,7.0833,0,1,1,1,1,91095,"STOVER"
2,51,1,24.2667,0,1,1,0,0,91095,"ANDERSON"
2,20,0,6.8167,1,1,1,0,1,91095,"ANDERSON"
2,21,0,0.5167,0,1,1,0,1,91095,"G_DAVIS"
2,20,0,27.3167,1,1,1,0,1,91095,"ANDERSON"
2,29,0,17.5167,0,1,1,0,1,91095,"G_DAVIS"
2,20,0,11.3167,1,1,1,0,1,91095,"ANDERSON"
2,20,0,9.1667,1,1,1,0,1,91095,"G_DAVIS"
2,20,0,3.8833,1,1,1,0,1,91095,"ANDERSON"
2,34,1,9.15,0,1,0,0,1,91095,"KASAY"
2,52,0,4.95,0,1,0,0,1,91095,"KASAY"
2,32,0,27.6,0,1,0,0,1,91095,"KASAY"
2,20,0,26.8167,1,1,0,0,1,91095,"CHRISTIE"
2,20,0,21.0833,1,1,0,0,1,91095,"CHRISTIE"
2,20,0,18.7,1,1,0,0,1,91095,"CHRISTIE"
2,20,0,17.05,1,1,0,0,1,91095,"CHRISTIE"
2,20,0,28.8167,1,0,0,0,1,91095,"N_JOHNSN"
2,43,0,22.3333,0,0,0,0,1,91095,"DELGRECO"
2,20,0,18.1,1,0,0,0,1,91095,"N_JOHNSN"
2,42,0,0.0333,0,0,0,0,1,91095,"N_JOHNSN"
2,20,0,27.15,1,0,0,0,1,91095,"N_JOHNSN"
2,20,0,19.1167,1,0,0,0,1,91095,"DELGRECO"
2,20,0,5.0333,1,0,0,0,1,91095,"N_JOHNSN"
2,20,0,2.7,1,0,0,0,1,91095,"DELGRECO"
2,40,0,0.2333,0,0,0,0,1,91095,"N_JOHNSN"
2,20,0,23.6167,1,1,1,0,1,91095,"CARNEY"
2,20,1,10.5167,1,1,1,0,1,91095,"PETERSON"
2,20,0,13.6833,1,1,1,0,1,91095,"CARNEY"
2,28,0,11.6833,0,1,0,0,1,91095,"LOWERY"
2,36,0,6.6167,0,1,0,0,0,91095,"COFER"
2,20,0,0.45,0,1,0,0,1,91095,"COFER"
2,20,0,28.2333,1,1,0,0,1,91095,"LOWERY"
2,20,0,17.1833,1,1,0,0,1,91095,"COFER"
2,20,0,8.7667,1,1,0,0,1,91095,"COFER"
2,20,1,2.6333,1,1,0,0,1,91095,"COFER"
2,52,1,0,0,1,0,0,1,91095,"COFER"
2,22,1,22.35,0,1,1,1,1,91095,"STOYANOV"
2,20,0,17.6667,1,1,1,1,1,91095,"STOYANOV"
2,54,0,10.5333,0,1,1,1,0,91095,"STOYANOV"
2,20,0,2.3667,1,1,1,1,1,91095,"STOYANOV"
2,20,0,13.1167,1,1,0,0,1,91095,"BONIOL"
2,20,0,6.3833,1,1,0,0,1,91095,"BONIOL"
2,20,0,0.9667,1,1,0,0,1,91095,"ELAM"
2,20,0,14.3,1,1,0,0,1,91095,"BONIOL"
2,45,0,11.1167,0,1,0,0,1,91095,"BONIOL"
2,20,0,0.7833,1,1,0,0,1,91095,"ELAM"
2,42,1,24.85,0,1,0,0,1,91095,"PELFREY"
2,20,0,23.7167,1,1,0,0,1,91095,"HOLLIS"
2,20,0,0.2667,1,1,0,0,1,91095,"PELFREY"
2,29,1,27.3,0,1,0,0,1,91095,"HOLLIS"
2,20,0,23.2333,1,1,0,0,1,91095,"PELFREY"
2,48,0,18.2833,0,1,0,0,0,91095,"PELFREY"
2,20,0,13.2667,1,1,0,0,1,91095,"PELFREY"
2,20,0,7.3333,1,1,0,0,1,91095,"HOLLIS"
2,20,0,22.5,1,0,0,0,1,91095,"REVEIZ"
2,20,1,18.85,1,0,0,0,1,91095,"HANSON"
2,33,1,16.7833,0,0,0,0,1,91095,"HANSON"
2,40,1,1.4667,0,0,0,0,0,91095,"HANSON"
2,27,1,15.7167,0,0,0,0,1,91095,"REVEIZ"
2,20,0,4.6667,1,0,0,0,1,91095,"REVEIZ"
2,20,0,23.6833,1,1,1,0,1,91195,"JACKE"
2,20,0,15.55,1,1,1,0,1,91195,"JACKE"
2,32,0,0.35,0,1,1,0,1,91195,"HENTRICH"
2,38,0,21.35,0,1,1,0,1,91195,"HENTRICH"
2,20,0,15.4667,1,1,1,0,1,91195,"BUTLER"
2,20,0,11.95,1,1,1,0,1,91195,"BUTLER"
3,21,1,16.3167,0,0,0,0,1,91795,"HANSON"
3,20,0,10.15,1,0,0,0,1,91795,"HANSON"
3,41,0,0.2833,0,0,0,0,1,91795,"G_DAVIS"
3,20,0,21.7167,1,0,0,0,1,91795,"HANSON"
3,19,1,25.6,0,0,0,0,1,91795,"ANDERSEN"
3,21,0,16.2667,0,0,0,0,1,91795,"LOHMILLE"
3,20,1,13.2833,1,0,0,0,1,91795,"ANDERSEN"
3,33,1,7.0333,0,0,0,0,1,91795,"ANDERSEN"
3,46,0,22.3667,0,0,0,0,1,91795,"ANDERSEN"
3,20,1,18.6833,1,0,0,0,1,91795,"LOHMILLE"
3,20,0,14.25,1,0,0,0,1,91795,"LOHMILLE"
3,21,1,0,0,0,0,0,1,91795,"ANDERSEN"
3,20,0,25.6167,1,0,0,0,1,91795,"PETERSON"
3,20,1,20.7667,1,0,0,0,1,91795,"PELFREY"
3,38,1,14.9167,0,0,0,0,0,91795,"PELFREY"
3,53,1,4.5,0,0,0,0,0,91795,"PETERSON"
3,20,0,1.1667,1,0,0,0,1,91795,"PETERSON"
3,38,0,0,0,0,0,0,1,91795,"PETERSON"
3,20,0,12.6833,1,0,0,0,1,91795,"PELFREY"
3,20,0,6.7333,1,0,0,0,1,91795,"PETERSON"
3,20,0,3.3,1,0,0,0,1,91795,"PELFREY"
3,49,1,1.3,0,0,0,0,0,91795,"PELFREY"
3,41,0,1.75,0,0,0,0,0,91795,"DELGRECO"
3,20,1,12.2833,1,0,0,0,1,91795,"DELGRECO"
3,20,0,9.2833,1,0,0,0,1,91795,"STOVER"
3,20,0,22.25,1,1,0,0,1,91795,"COFER"
3,20,1,15.3333,1,1,0,0,1,91795,"CHRISTIE"
3,20,0,6.3,1,1,0,0,1,91795,"COFER"
3,20,1,4.6,1,1,0,0,1,91795,"CHRISTIE"
3,35,1,22.8333,0,1,0,0,1,91795,"CHRISTIE"
3,39,1,8.0167,0,1,0,0,0,91795,"COFER"
3,38,0,4.45,0,1,0,0,1,91795,"CHRISTIE"
3,20,0,25.05,1,1,0,0,1,91795,"LOWERY"
3,20,0,7.7,0,1,0,0,1,91795,"LOWERY"
3,34,0,1.2167,0,1,0,0,1,91795,"HOLLIS"
3,48,0,0.0833,0,1,0,0,1,91795,"LOWERY"
3,20,0,22.8667,1,1,0,0,1,91795,"LOWERY"
3,20,0,17.9333,1,1,0,0,1,91795,"LOWERY"
3,20,0,1.1,1,1,0,0,1,91795,"HOLLIS"
3,34,1,25.1167,0,1,1,0,0,91795,"BAHR"
3,43,1,2.3,0,1,1,0,1,91795,"BAHR"
3,20,0,0.5833,1,1,1,0,1,91795,"BRIEN"
3,20,0,25.4,1,1,1,0,1,91795,"BRIEN"
3,20,0,14.9667,1,1,1,0,1,91795,"BRIEN"
3,20,0,5.55,1,1,1,0,1,91795,"BRIEN"
3,20,0,21.1667,1,1,0,0,1,91795,"ANDERSON"
3,20,0,14.9333,1,1,0,0,1,91795,"ANDERSON"
3,20,0,13.1667,1,1,0,0,1,91795,"CARNEY"
3,43,0,7.4833,0,1,0,0,0,91795,"ANDERSON"
3,20,0,28.3,1,1,0,0,1,91795,"CARNEY"
3,20,0,12.9167,1,1,1,0,1,91795,"MCLAUGLI"
3,39,0,6.6667,0,1,1,0,0,91795,"MCLAUGLI"
3,20,0,4.9833,1,1,1,0,1,91795,"MCLAUGLI"
3,45,0,0,0,1,1,0,1,91795,"KASAY"
3,20,0,20.6,1,1,1,0,1,91795,"MCLAUGLI"
3,34,0,16.3,0,1,1,0,1,91795,"MCLAUGLI"
3,32,0,5.75,0,1,1,0,0,91795,"MCLAUGLI"
3,20,0,5.6167,1,1,1,0,1,91795,"MCLAUGLI"
3,43,1,10.15,0,1,1,0,1,91795,"HUSTED"
3,37,1,5.8,0,1,1,0,1,91795,"BUTLER"
3,22,0,0.1667,0,1,1,0,1,91795,"BUTLER"
3,20,0,28.5833,1,1,1,0,1,91795,"BUTLER"
3,40,0,19.6333,0,1,1,0,1,91795,"HUSTED"
3,27,0,3.2167,0,1,1,0,1,91795,"BUTLER"
3,30,1,21.8167,0,1,1,0,0,91795,"MURRAY"
3,20,0,13.2333,0,1,1,0,1,91795,"ELAM"
3,20,0,1.8333,1,1,1,0,1,91795,"ELAM"
3,20,0,0.1833,1,1,1,0,1,91795,"MURRAY"
3,20,0,26.0167,1,1,1,0,1,91795,"MURRAY"
3,21,1,17.8667,0,1,1,0,1,91795,"MURRAY"
3,20,0,4.8833,1,1,1,0,1,91795,"ELAM"
3,20,1,1.1167,1,1,1,0,1,91795,"MURRAY"
3,20,0,21.4667,1,0,0,0,0,91795,"BONIOL"
3,42,0,17.2333,0,0,0,0,1,91795,"REVEIZ"
3,20,0,14.15,1,0,0,0,1,91795,"REVEIZ"
3,39,0,7.2,0,0,0,0,1,91795,"BONIOL"
3,48,0,2,0,0,0,0,0,91795,"REVEIZ"
3,20,1,23,0,0,0,0,0,91795,"BONIOL"
3,20,1,0.5,1,0,0,0,1,91795,"REVEIZ"
3,20,0,25.1667,1,1,1,0,1,91795,"HENTRICH"
3,20,0,9.1,1,1,1,0,1,91795,"HENTRICH"
3,37,0,5.7667,0,1,1,0,1,91795,"DALUISO"
3,32,0,3.35,0,1,1,0,1,91795,"DALUISO"
3,37,1,23.1333,0,1,1,0,1,91895,"STOYANOV"
3,20,0,14.15,1,1,1,0,1,91895,"STOYANOV"
3,40,0,2.4,0,1,1,0,1,91895,"N_JOHNSN"
3,20,0,0.7833,1,1,1,0,1,91895,"STOYANOV"
3,39,0,24.6333,0,1,1,0,1,91895,"STOYANOV"
3,52,0,22.3833,0,1,1,0,0,91895,"STOYANOV"
3,21,0,12.9,0,1,1,0,1,91895,"STOYANOV"
3,20,0,6.9167,1,1,1,0,1,91895,"N_JOHNSN"
4,28,0,0.3333,0,1,1,0,1,92495,"MURRAY"
4,20,1,25.5333,1,1,1,0,1,92495,"HUSTED"
4,20,0,14.8833,1,1,1,0,1,92495,"HUSTED"
4,37,1,23.5,0,0,0,0,1,92495,"ANDERSEN"
4,37,1,15.3833,0,0,0,0,1,92495,"LOWERY"
4,36,0,23.3833,0,0,0,0,1,92495,"ANDERSEN"
4,20,0,25.1667,1,1,0,0,1,92495,"DALUISO"
4,20,1,22.7,1,1,0,0,1,92495,"LOHMILLE"
4,20,1,7.1833,0,1,0,0,1,92495,"LOHMILLE"
4,20,0,2.15,1,1,0,0,1,92495,"DALUISO"
4,50,0,0,0,1,0,0,1,92495,"DALUISO"
4,20,0,27.1,1,1,0,0,1,92495,"DALUISO"
4,20,0,16.4833,1,1,0,0,1,92495,"DALUISO"
4,20,0,11.55,1,1,0,0,0,92495,"LOHMILLE"
4,20,0,4.5833,1,1,0,0,1,92495,"DALUISO"
4,32,1,9.0667,0,1,0,0,1,92495,"N_JOHNSN"
4,33,0,5.8,0,1,0,0,1,92495,"REVEIZ"
4,35,0,1.9333,0,1,0,0,1,92495,"N_JOHNSN"
4,43,0,0,0,1,0,0,1,92495,"REVEIZ"
4,20,0,29.6,1,1,0,0,1,92495,"REVEIZ"
4,20,0,27.3667,1,1,0,0,1,92495,"REVEIZ"
4,20,0,23.6333,1,1,0,0,1,92495,"REVEIZ"
4,40,0,20.8833,0,1,0,0,1,92495,"REVEIZ"
4,20,0,7.6,1,1,0,0,1,92495,"REVEIZ"
4,37,1,24.45,0,1,1,0,0,92495,"STOVER"
4,20,0,15.4833,1,1,1,0,1,92495,"STOVER"
4,25,0,0.6333,0,1,1,0,1,92495,"ELLIOTT"
4,48,0,26.4333,0,1,1,0,0,92495,"ELLIOTT"
4,20,0,4.75,1,1,1,0,1,92495,"STOVER"
4,20,0,4.4333,1,1,1,0,1,92495,"STOVER"
4,20,0,0.2333,1,1,1,0,1,92495,"ELLIOTT"
4,20,0,24.25,1,1,0,0,1,92495,"DELGRECO"
4,20,0,7.2333,1,1,0,0,1,92495,"DELGRECO"
4,20,0,1.2,1,1,0,0,1,92495,"DELGRECO"
4,20,0,28.55,1,1,0,0,1,92495,"PELFREY"
4,20,0,23.4333,1,1,0,0,1,92495,"DELGRECO"
4,41,0,21.4,0,1,0,0,1,92495,"DELGRECO"
4,23,1,9.7,0,1,1,0,1,92495,"ELAM"
4,20,0,2.7,1,1,1,0,1,92495,"CARNEY"
4,52,0,26.3167,0,1,1,0,1,92495,"ELAM"
4,20,0,13.7667,1,1,1,0,1,92495,"CARNEY"
4,45,0,5,0,1,1,0,1,92495,"CARNEY"
4,20,0,29.0833,1,1,0,0,1,92495,"MCLAUGLI"
4,45,0,18.5833,0,1,0,0,1,92495,"MCLAUGLI"
4,20,0,7.9333,1,1,0,0,1,92495,"MCLAUGLI"
4,20,0,4.4667,1,1,0,0,1,92495,"BUTLER"
4,20,0,0.7833,1,1,0,0,1,92495,"BUTLER"
4,20,0,15.9,1,1,0,0,1,92495,"MCLAUGLI"
4,20,0,23.7,1,1,0,0,1,92495,"BONIOL"
4,31,0,11.2,0,1,0,0,1,92495,"G_DAVIS"
4,20,0,9.3833,1,1,0,0,1,92495,"BONIOL"
4,20,0,6.9667,1,1,0,0,1,92495,"G_DAVIS"
4,25,0,1.05,0,1,0,0,1,92495,"BONIOL"
4,30,0,20.6333,0,1,0,0,1,92495,"BONIOL"
4,20,0,2.6167,1,1,0,0,1,92495,"BONIOL"
4,20,0,0.7667,1,1,0,0,1,92495,"G_DAVIS"
4,47,1,20.6333,0,1,1,0,0,92495,"HENTRICH"
4,49,1,11.1167,0,1,1,0,1,92495,"HENTRICH"
4,20,0,0.9333,1,1,1,0,1,92495,"HENTRICH"
4,20,0,19.6333,1,1,1,0,1,92495,"HENTRICH"
4,20,0,14.05,1,1,1,0,1,92495,"HOLLIS"
4,20,0,5.8667,1,1,1,0,1,92495,"HENTRICH"
4,20,0,1.0333,1,1,1,0,1,92495,"HOLLIS"
4,47,1,24.05,0,0,0,0,0,92595,"BRIEN"
4,30,1,17.4333,0,0,0,0,1,92595,"HANSON"
4,20,0,13.7333,1,0,0,0,1,92595,"HANSON"
4,23,0,9.8833,0,0,0,0,1,92595,"BRIEN"
4,20,0,1.8167,1,0,0,0,1,92595,"BRIEN"
4,18,0,24.3167,0,0,0,0,1,92595,"HANSON"
4,20,1,19.85,1,0,0,0,1,92595,"BRIEN"
4,20,1,5.8833,1,0,0,0,1,92595,"BRIEN"
4,32,1,1.2,0,0,0,0,1,92595,"HANSON"
5,20,0,26.1,1,1,1,0,1,100195,"HUSTED"
5,20,1,10.6167,1,1,1,0,1,100195,"KASAY"
5,25,1,8.1167,0,1,1,0,1,100195,"HUSTED"
5,27,0,0,0,1,1,0,1,100195,"HUSTED"
5,20,1,23.3,1,1,1,0,0,100195,"KASAY"
5,20,0,14.95,1,1,1,0,1,100195,"HUSTED"
5,20,0,23.95,1,1,0,0,1,100195,"N_JOHNSN"
5,20,0,21.1667,1,1,0,0,1,100195,"N_JOHNSN"
5,20,0,16.55,1,1,0,0,1,100195,"N_JOHNSN"
5,20,0,0.8,1,1,0,0,1,100195,"N_JOHNSN"
5,28,0,14.85,0,1,0,0,1,100195,"CARNEY"
5,37,1,26.5667,0,1,1,0,1,100195,"DALUISO"
5,22,1,18.0833,0,1,1,0,1,100195,"BRIEN"
5,20,0,1.95,1,1,1,0,1,100195,"BRIEN"
5,20,0,0.4333,1,1,1,0,1,100195,"BRIEN"
5,46,0,22.9833,0,1,1,0,1,100195,"BRIEN"
5,32,0,15.9667,0,1,1,0,1,100195,"DALUISO"
5,34,1,18.6,0,0,0,0,1,100195,"ANDERSEN"
5,20,0,15.2333,1,0,0,0,1,100195,"BAHR"
5,54,0,11.2,0,0,0,0,1,100195,"ANDERSEN"
5,31,0,1.2333,0,0,0,0,1,100195,"ANDERSEN"
5,27,1,21,0,0,0,0,1,100195,"BAHR"
5,32,1,9.7,0,0,0,0,1,100195,"ANDERSEN"
5,33,0,4.0833,0,0,0,0,1,100195,"ANDERSEN"
5,20,0,1.75,1,0,0,0,1,100195,"ANDERSEN"
5,20,0,7.6,1,1,0,1,1,100195,"STOYANOV"
5,36,0,21,0,1,0,1,1,100195,"STOYANOV"
5,20,1,19,1,1,0,1,1,100195,"PELFREY"
5,35,1,10.05,0,1,0,1,1,100195,"STOYANOV"
5,20,0,1.05,1,1,0,1,1,100195,"STOYANOV"
5,45,1,0.0333,0,1,0,1,0,100195,"PELFREY"
5,20,0,14.7833,1,1,1,0,1,100195,"ELLIOTT"
5,20,0,7.0833,1,1,1,0,1,100195,"ELLIOTT"
5,28,0,18.65,0,1,1,0,1,100195,"ELLIOTT"
5,48,0,14.3833,0,1,1,0,1,100195,"G_DAVIS"
5,20,0,26.2333,1,0,0,0,1,100195,"HOLLIS"
5,22,0,21.5,0,0,0,0,1,100195,"HOLLIS"
5,29,0,6.5833,0,0,0,0,1,100195,"DELGRECO"
5,53,0,0.05,0,0,0,0,1,100195,"DELGRECO"
5,20,0,23.3333,1,0,0,0,1,100195,"DELGRECO"
5,32,0,14.1833,0,0,0,0,1,100195,"DELGRECO"
5,20,1,1.05,1,0,0,0,1,100195,"HOLLIS"
5,52,1,0,0,0,0,0,0,100195,"DELGRECO"
5,32,1,25.8667,0,1,1,0,1,100195,"BONIOL"
5,38,1,22.0833,0,1,1,0,1,100195,"MURRAY"
5,20,0,18.4167,1,1,1,0,1,100195,"BONIOL"
5,20,1,14.9167,1,1,1,0,1,100195,"MURRAY"
5,46,1,6.1167,0,1,1,0,1,100195,"MURRAY"
5,20,0,23.6333,1,1,1,0,1,100195,"MURRAY"
5,34,0,18.4333,0,1,1,0,1,100195,"BONIOL"
5,20,0,13.5833,1,1,1,0,1,100195,"BONIOL"
5,23,0,4.3333,0,1,1,0,1,100195,"BONIOL"
5,23,1,10.8167,0,0,0,0,0,100195,"ELAM"
5,48,1,7.2167,0,0,0,0,0,100195,"PETERSON"
5,20,0,1.7,1,0,0,0,1,100195,"PETERSON"
5,52,0,0.3333,0,0,0,0,0,100195,"ELAM"
5,20,0,22.6333,1,0,0,0,1,100195,"PETERSON"
5,30,0,17.5833,0,0,0,0,1,100195,"ELAM"
5,20,0,10.8333,1,0,0,0,1,100195,"PETERSON"
5,20,0,7.8,1,0,0,0,1,100195,"ELAM"
5,34,1,25.7833,0,0,0,0,1,100195,"LOHMILLE"
5,20,1,15.9667,0,0,0,0,1,100195,"ANDERSON"
5,20,1,22.3167,1,0,0,0,1,100195,"LOHMILLE"
5,42,0,7.4,0,0,0,0,1,100195,"ANDERSON"
5,20,0,24.9333,1,1,1,0,1,100295,"CHRISTIE"
5,20,1,21.8167,1,1,1,0,1,100295,"STOVER"
5,38,1,15.8333,0,1,1,0,1,100295,"CHRISTIE"
5,43,1,11.55,0,1,1,0,0,100295,"STOVER"
5,32,1,0.3,0,1,1,0,1,100295,"STOVER"
5,31,1,26.1667,0,1,1,0,1,100295,"CHRISTIE"
5,47,1,21.9833,0,1,1,0,1,100295,"STOVER"
5,23,1,18.9333,0,1,1,0,1,100295,"STOVER"
5,22,1,14.3167,0,1,1,0,0,100295,"CHRISTIE"
5,20,0,6.5,1,1,1,0,0,100295,"CHRISTIE"
5,38,1,3.8167,0,1,1,0,1,100295,"STOVER"
5,33,1,0.0833,0,1,1,0,1,100295,"CHRISTIE"
6,20,0,27.5167,1,1,0,0,1,100895,"ANDERSON"
6,20,0,21.4833,1,1,0,0,1,100895,"MURRAY"
6,40,1,17.5333,0,1,0,0,1,100895,"ANDERSON"
6,20,0,13.2667,1,1,0,0,1,100895,"MURRAY"
6,20,1,3.1167,1,1,0,0,1,100895,"ANDERSON"
6,20,0,0.1,1,1,0,0,1,100895,"ANDERSON"
6,20,1,25.3667,1,1,0,0,1,100895,"MURRAY"
6,20,0,19.6667,1,1,0,0,1,100895,"ANDERSON"
6,47,0,15.7333,0,1,0,0,0,100895,"MURRAY"
6,43,0,11.1167,0,1,0,0,1,100895,"ANDERSON"
6,20,0,7.2167,1,1,0,0,1,100895,"MURRAY"
6,46,1,0.8667,0,1,0,0,1,100895,"MURRAY"
6,35,1,0,0,1,0,0,1,100895,"ANDERSON"
6,20,0,20.2,1,1,1,0,1,100895,"ELAM"
6,20,0,18.35,1,1,1,0,1,100895,"ELAM"
6,51,0,16.6667,0,1,1,0,1,100895,"BAHR"
6,37,0,10.8167,0,1,1,0,1,100895,"ELAM"
6,31,0,2.4,0,1,1,0,1,100895,"ELAM"
6,20,0,22.6333,1,1,1,0,1,100895,"ELAM"
6,20,0,15.9167,1,1,1,0,1,100895,"ELAM"
6,20,0,25.7167,1,0,0,0,1,100895,"HANSON"
6,20,0,2.8833,1,0,0,0,1,100895,"HANSON"
6,20,0,13.5,1,0,0,0,1,100895,"HANSON"
6,38,0,5.8167,0,0,0,0,1,100895,"STOVER"
6,34,1,22.2667,0,1,1,0,1,100895,"PELFREY"
6,47,1,13.5167,0,1,1,0,0,100895,"HUSTED"
6,20,0,5.25,1,1,1,0,1,100895,"HUSTED"
6,45,0,2.25,0,1,1,0,1,100895,"PELFREY"
6,27,0,22.05,0,1,1,0,1,100895,"HUSTED"
6,44,0,18.85,0,1,1,0,1,100895,"PELFREY"
6,20,0,9.9333,1,1,1,0,1,100895,"PELFREY"
6,33,1,3.6333,0,1,1,0,1,100895,"HUSTED"
6,53,1,0.4833,0,1,1,0,1,100895,"HUSTED"
6,20,0,22.8,1,1,1,0,1,100895,"BUTLER"
6,21,0,15.8667,0,1,1,0,1,100895,"KASAY"
6,20,0,7.6,1,1,1,0,1,100895,"KASAY"
6,20,0,1.0667,1,1,1,0,1,100895,"BUTLER"
6,49,0,0.05,0,1,1,0,1,100895,"KASAY"
6,20,0,13.8667,1,1,1,0,1,100895,"KASAY"
6,20,0,9.3667,1,1,1,0,1,100895,"BUTLER"
6,20,0,2.6167,1,1,1,0,1,100895,"KASAY"
6,23,1,24.4833,0,1,0,0,1,100895,"G_DAVIS"
6,20,0,9.0167,1,1,0,0,1,100895,"G_DAVIS"
6,36,0,24.1,0,1,0,0,1,100895,"G_DAVIS"
6,20,1,19.1333,1,1,0,0,1,100895,"DALUISO"
6,20,1,12.8833,1,1,0,0,1,100895,"DALUISO"
6,50,1,0.3833,0,1,0,0,0,100895,"G_DAVIS"
6,20,0,25.3,1,1,1,0,1,100895,"HOLLIS"
6,20,0,14.0333,1,1,1,0,1,100895,"HOLLIS"
