week,distance,altitude,home,type,precip,wind,change,elap30,PAT,field,good,temp72
3,20,770,0,1,0,0,0,5.6167,1,1,1,80
3,20,15,0,1,0,0,0,28.5833,1,1,1,90
3,20,5280,1,1,0,0,0,13.2333,0,1,1,80
3,20,5280,1,1,0,0,0,1.8333,1,1,1,80
3,20,5280,0,1,0,0,0,0.1833,1,1,1,80
3,20,5280,0,1,0,0,0,26.0167,1,1,1,80
3,20,5280,1,1,0,0,0,4.8833,1,1,1,80
3,20,5280,0,1,0,0,1,1.1167,1,1,1,80
3,20,815,0,0,0,0,0,21.4667,1,0,0,72
3,20,815,1,0,0,0,0,14.15,1,0,1,72
3,20,815,0,0,0,0,1,23,0,0,0,72
3,20,815,1,0,0,0,1,0.5,1,0,1,72
3,20,590,1,1,0,0,0,25.1667,1,1,1,56
3,20,590,1,1,0,0,0,9.1,1,1,1,56
3,20,10,1,1,0,0,0,14.15,1,1,1,91
3,20,10,1,1,0,0,0,0.7833,1,1,1,91
3,20,10,0,1,0,0,0,6.9167,1,1,1,91
4,20,15,1,1,0,0,1,25.5333,1,1,1,87
4,20,15,1,1,0,0,0,14.8833,1,1,1,87
4,20,146,1,1,0,0,0,25.1667,1,0,1,61
4,20,146,0,1,0,0,1,22.7,1,0,1,61
4,20,146,0,1,0,0,1,7.1833,0,0,1,61
4,20,146,1,1,0,0,0,2.15,1,0,1,61
4,20,146,1,1,0,0,0,27.1,1,0,1,61
4,20,146,1,1,0,0,0,16.4833,1,0,1,61
4,20,146,0,1,0,0,0,11.55,1,0,0,61
4,20,146,1,1,0,0,0,4.5833,1,0,1,61
4,20,745,0,1,0,0,0,29.6,1,0,1,64
4,20,745,0,1,0,0,0,27.3667,1,0,1,64
4,20,745,0,1,0,0,0,23.6333,1,0,1,64
4,20,745,0,1,0,0,0,7.6,1,0,1,64
4,20,660,1,1,0,0,0,15.4833,1,1,1,58
4,20,660,1,1,0,0,0,4.75,1,1,1,58
4,20,660,1,1,0,0,0,4.4333,1,1,1,58
4,20,660,0,1,0,0,0,0.2333,1,1,1,58
4,20,550,0,1,0,0,0,24.25,1,0,1,66
4,20,550,0,1,0,0,0,7.2333,1,0,1,66
4,20,550,0,1,0,0,0,1.2,1,0,1,66
4,20,550,1,1,0,0,0,28.55,1,0,1,66
4,20,550,0,1,0,0,0,23.4333,1,0,1,66
4,20,20,1,1,0,0,0,2.7,1,1,1,76
4,20,20,1,1,0,0,0,13.7667,1,1,1,76
4,20,455,1,1,0,0,0,29.0833,1,0,1,62
4,20,455,1,1,0,0,0,7.9333,1,0,1,62
4,20,455,0,1,0,0,0,4.4667,1,0,1,62
4,20,455,0,1,0,0,0,0.7833,1,0,1,62
4,20,455,1,1,0,0,0,15.9,1,0,1,62
4,20,435,1,1,0,0,0,23.7,1,0,1,72
4,20,435,1,1,0,0,0,9.3833,1,0,1,72
4,20,435,0,1,0,0,0,6.9667,1,0,1,72
4,20,435,1,1,0,0,0,2.6167,1,0,1,72
4,20,435,0,1,0,0,0,0.7667,1,0,1,72
4,20,20,0,1,0,0,0,0.9333,1,1,1,64
4,20,20,0,1,0,0,0,19.6333,1,1,1,64
4,20,20,1,1,0,0,0,14.05,1,1,1,64
4,20,20,0,1,0,0,0,5.8667,1,1,1,64
4,20,20,1,1,0,0,0,1.0333,1,1,1,64
4,20,585,1,0,0,0,0,13.7333,1,0,1,72
4,20,585,0,0,0,0,0,1.8167,1,0,1,72
4,20,585,0,0,0,0,1,19.85,1,0,1,72
4,20,585,0,0,0,0,1,5.8833,1,0,1,72
5,20,770,0,1,0,0,0,26.1,1,1,1,72
5,20,770,1,1,0,0,1,10.6167,1,1,1,72
5,20,770,1,1,0,0,1,23.3,1,1,0,72
5,20,770,0,1,0,0,0,14.95,1,1,1,72
5,20,745,1,1,0,0,0,23.95,1,0,1,79
5,20,745,1,1,0,0,0,21.1667,1,0,1,79
5,20,745,1,1,0,0,0,16.55,1,0,1,79
5,20,745,1,1,0,0,0,0.8,1,0,1,79
5,20,65,1,1,0,0,0,1.95,1,1,1,75
5,20,65,1,1,0,0,0,0.4333,1,1,1,75
5,20,1050,0,0,0,0,0,15.2333,1,0,1,72
5,20,1050,1,0,0,0,0,1.75,1,0,1,72
5,20,550,0,1,0,1,0,7.6,1,0,1,69
5,20,550,1,1,0,1,1,19,1,0,1,69
5,20,550,0,1,0,1,0,1.05,1,0,1,69
5,20,1090,0,1,0,0,0,14.7833,1,1,1,85
5,20,1090,0,1,0,0,0,7.0833,1,1,1,85
5,20,40,0,0,0,0,0,26.2333,1,0,1,72
5,20,40,1,0,0,0,0,23.3333,1,0,1,72
5,20,40,0,0,0,0,1,1.05,1,0,1,72
5,20,25,0,1,0,0,0,18.4167,1,1,1,69
5,20,25,1,1,0,0,1,14.9167,1,1,1,69
5,20,25,1,1,0,0,0,23.6333,1,1,1,69
5,20,25,0,1,0,0,0,13.5833,1,1,1,69
5,20,10,1,0,0,0,0,1.7,1,0,1,72
5,20,10,1,0,0,0,0,22.6333,1,0,1,72
5,20,10,1,0,0,0,0,10.8333,1,0,1,72
5,20,10,0,0,0,0,0,7.8,1,0,1,72
5,20,5,0,0,0,0,1,15.9667,0,0,1,72
5,20,5,1,0,0,0,1,22.3167,1,0,1,72
5,20,660,0,1,0,0,0,24.9333,1,1,1,70
5,20,660,1,1,0,0,1,21.8167,1,1,1,70
5,20,660,0,1,0,0,0,6.5,1,1,0,70
6,20,100,1,1,0,0,0,27.5167,1,0,1,68
6,20,100,0,1,0,0,0,21.4833,1,0,1,68
6,20,100,0,1,0,0,0,13.2667,1,0,1,68
6,20,100,1,1,0,0,1,3.1167,1,0,1,68
6,20,100,1,1,0,0,0,0.1,1,0,1,68
6,20,100,0,1,0,0,1,25.3667,1,0,1,68
6,20,100,1,1,0,0,0,19.6667,1,0,1,68
6,20,100,0,1,0,0,0,7.2167,1,0,1,68
6,20,138,0,1,0,0,0,20.2,1,1,1,66
6,20,138,0,1,0,0,0,18.35,1,1,1,66
6,20,138,0,1,0,0,0,22.6333,1,1,1,66
6,20,138,0,1,0,0,0,15.9167,1,1,1,66
6,20,585,1,0,0,0,0,25.7167,1,0,1,72
6,20,585,1,0,0,0,0,2.8833,1,0,1,72
6,20,585,1,0,0,0,0,13.5,1,0,1,72
6,20,15,1,1,0,0,0,5.25,1,1,1,86
6,20,15,0,1,0,0,0,9.9333,1,1,1,86
6,20,595,1,1,0,0,0,22.8,1,1,1,54
6,20,595,0,1,0,0,0,7.6,1,1,1,54
6,20,595,1,1,0,0,0,1.0667,1,1,1,54
6,20,595,0,1,0,0,0,13.8667,1,1,1,54
6,20,595,1,1,0,0,0,9.3667,1,1,1,54
6,20,595,0,1,0,0,0,2.6167,1,1,1,54
6,20,146,0,1,0,0,0,9.0167,1,0,1,67
6,20,146,1,1,0,0,1,19.1333,1,0,1,67
6,20,146,1,1,0,0,1,12.8833,1,0,1,67
6,20,20,1,1,0,0,0,25.3,1,1,1,82
6,20,20,1,1,0,0,0,14.0333,1,1,1,82
6,20,20,0,1,0,0,0,1.9667,1,1,1,82
6,20,585,1,1,0,0,0,0.2667,1,0,1,54
6,20,585,0,1,0,0,0,24.05,1,0,1,54
6,20,585,1,1,0,0,0,9.85,1,0,1,54
6,20,10,1,1,0,0,0,24.9167,1,1,1,88
6,20,10,1,1,0,0,0,17.8167,1,1,1,88
6,20,10,1,1,0,0,0,5,1,1,1,88
6,20,10,0,1,0,0,1,1.15,1,1,1,88
6,20,815,1,0,0,0,0,5.4833,1,0,1,72
6,20,815,1,0,0,0,0,2.4167,1,0,1,72
6,20,750,0,1,0,0,0,11.4,1,1,1,68
6,20,750,1,1,0,0,0,3.8833,1,1,1,68
6,20,750,0,1,0,0,0,6.8333,1,1,1,68
7,20,585,0,1,0,1,0,12.7167,1,0,1,52
7,20,585,1,1,0,1,1,5.6333,1,0,1,52
7,20,585,1,1,0,1,0,22.8833,1,0,1,52
7,20,585,1,1,0,1,0,20.85,1,0,1,52
7,20,585,0,1,0,1,0,4.2833,1,0,1,52
7,20,146,0,1,0,0,0,10.0667,1,0,1,57
7,20,710,0,0,0,0,0,10.8833,1,0,1,72
7,20,770,0,1,0,0,0,3.2833,1,1,1,65
7,20,770,1,1,0,0,1,0.2167,1,1,1,65
7,20,770,1,1,0,0,0,21.05,1,1,1,65
7,20,750,0,1,0,0,0,21.65,1,1,1,68
7,20,750,1,1,0,0,0,5.3667,1,1,1,68
7,20,750,1,1,0,0,0,3.1333,1,1,1,68
7,20,750,0,1,0,0,0,25,0,1,1,68
7,20,750,1,1,0,0,0,6.7667,1,1,1,68
7,20,750,0,1,0,0,0,2.1167,1,1,1,68
7,20,15,1,1,0,0,0,23,1,1,1,78
7,20,15,1,1,0,0,0,0.4333,1,1,1,78
7,20,5,0,0,0,0,0,0.1167,0,0,1,72
7,20,5,1,0,0,0,0,26.25,1,0,0,72
7,20,5,0,0,0,0,0,21.7167,1,0,1,72
7,20,5,1,0,0,0,0,19.8167,1,0,1,72
7,20,5,1,0,0,0,0,12,1,0,1,72
7,20,590,0,1,0,0,0,27.4167,1,1,1,45
7,20,590,1,1,0,0,0,21.9667,1,1,1,45
7,20,590,0,1,0,0,0,19.0833,1,1,1,45
7,20,590,0,1,0,0,0,13.8333,1,1,1,45
7,20,590,1,1,0,0,0,7.9667,0,1,1,45
7,20,20,0,1,0,0,0,19.5,1,1,1,74
7,20,20,0,1,0,0,0,3.9667,1,1,1,74
7,20,20,1,1,0,0,0,15.1333,1,1,1,68
7,20,20,0,1,0,0,1,1.25,1,1,1,68
7,20,20,0,1,0,0,0,24.1833,1,1,1,68
7,20,20,1,1,0,0,0,14.3667,1,1,1,68
7,20,20,0,1,0,0,0,12.4667,1,1,1,68
7,20,20,1,1,0,0,0,0.45,1,1,1,68
7,20,455,1,1,0,0,0,16.75,1,0,1,78
7,20,455,1,1,0,0,0,11.15,1,0,1,78
7,20,455,0,1,0,0,0,3.0833,1,0,1,78
8,20,146,1,1,0,0,0,27.1333,1,0,1,59
8,20,146,0,1,0,0,0,17.15,1,0,1,59
8,20,146,1,1,0,0,1,13.0833,1,0,1,59
8,20,10,0,0,0,0,1,18.2167,1,0,0,72
8,20,10,0,0,0,0,0,1.9,1,0,1,72
8,20,10,0,0,0,0,0,14.4,1,0,1,72
8,20,770,1,1,0,0,0,22.65,1,1,1,66
8,20,770,1,1,0,0,0,19.2833,1,1,1,66
8,20,5280,1,1,1,0,0,20.7333,1,1,1,34
8,20,5280,0,1,1,0,1,18.5167,1,1,1,34
8,20,5280,0,1,1,0,0,2.75,1,1,1,34
8,20,5280,0,1,1,0,0,24.3333,1,1,1,34
8,20,660,0,1,0,0,0,18.7,1,1,1,46
8,20,660,0,1,0,0,0,15.8833,1,1,0,46
8,20,660,0,1,0,0,0,0.8167,1,1,1,46
8,20,595,1,1,0,0,0,17.7333,1,1,1,46
8,20,595,1,1,0,0,0,12.9667,1,1,1,46
8,20,595,0,1,0,0,0,0.1333,1,1,1,46
8,20,595,0,1,0,0,0,21.3667,1,1,1,46
8,20,595,1,1,0,0,0,10.3,1,1,1,46
8,20,595,0,1,0,0,0,2.3833,1,1,1,46
8,20,25,1,1,0,0,0,12.6167,1,1,1,61
8,20,25,0,1,0,0,0,8.3,0,1,1,61
8,20,25,0,1,0,0,1,1.0833,1,1,1,61
8,20,25,0,1,0,0,0,19.9833,1,1,1,61
8,20,25,1,1,0,0,1,15.7667,1,1,1,61
8,20,25,1,1,0,0,0,5.4333,1,1,1,61
8,20,25,0,1,0,0,0,3.35,1,1,1,61
8,20,15,1,1,0,0,0,17.1833,1,1,1,73
8,20,15,0,1,0,0,1,14.8167,1,1,1,73
8,20,15,0,1,0,0,0,8.55,1,1,1,73
8,20,15,1,1,0,0,1,4.1833,1,1,1,73
8,20,15,1,1,0,0,1,21.2333,1,1,1,73
8,20,455,0,1,0,0,0,4.1333,1,0,1,65
8,20,455,0,1,0,0,0,27.4833,1,0,0,65
8,20,455,0,1,0,0,0,26.3167,1,0,1,65
8,20,455,0,1,0,0,0,17.5333,1,0,1,65
8,20,455,1,1,0,0,0,2.4833,1,0,1,65
8,20,590,1,1,0,1,0,25.8333,1,1,1,42
8,20,590,0,1,0,1,1,20.8333,1,1,1,42
8,20,590,1,1,0,1,0,13.8833,1,1,1,42
8,20,590,0,1,0,1,1,1,1,1,1,42
8,20,590,1,1,0,1,0,11.85,1,1,1,42
8,20,590,1,1,0,1,0,11.05,1,1,1,42
8,20,590,0,1,0,1,0,5.2167,1,1,1,42
8,20,745,0,1,0,0,0,9.1,1,0,1,71
8,20,745,0,1,0,0,0,25.9333,1,0,1,71
8,20,745,0,1,0,0,0,19.6167,1,0,1,71
8,20,138,1,1,0,0,0,25.5667,1,1,1,72
8,20,138,1,1,0,0,0,9.9333,1,1,1,72
8,20,138,1,1,0,0,0,1.95,1,1,1,72
9,20,100,1,1,0,1,0,13,1,0,1,57
9,20,100,1,1,0,1,0,0.1333,0,0,1,57
9,20,100,1,1,0,1,0,6.2667,1,0,1,57
9,20,1090,1,1,0,0,0,23.1,1,1,1,82
9,20,1090,0,1,0,0,0,22.8667,1,1,1,82
9,20,1090,0,1,0,0,1,11.1333,1,1,1,82
9,20,550,1,1,0,0,0,20.5333,1,0,1,55
9,20,550,0,1,0,0,0,5.5833,1,0,1,55
9,20,550,0,1,0,0,0,2.85,1,0,1,55
9,20,550,1,1,0,0,1,0.25,1,0,1,55
9,20,10,1,1,0,0,0,20.05,1,1,1,82
9,20,10,1,1,0,0,0,11.5833,1,1,1,82
9,20,710,1,0,0,0,0,4.4333,1,0,1,72
9,20,710,1,0,0,0,0,0,1,0,1,72
9,20,710,0,0,0,0,0,11.75,1,0,1,72
9,20,25,0,1,0,0,0,27.2167,1,1,1,49
9,20,25,0,1,0,0,0,10.85,1,1,1,49
9,20,25,0,1,0,0,0,9.2,1,1,1,49
9,20,65,1,1,0,0,0,14.9167,1,1,1,59
9,20,65,0,1,0,0,0,7.7667,0,1,1,59
9,20,745,1,1,0,1,0,19.2833,1,0,1,51
9,20,745,1,1,0,1,0,14.8833,1,0,1,51
9,20,585,0,0,0,0,0,14.9333,0,0,1,72
9,20,585,1,0,0,0,0,14.5667,1,0,1,72
9,20,585,0,0,0,0,0,3.55,1,0,1,72
9,20,585,1,0,0,0,0,0.95,1,0,1,72
9,20,1050,1,0,0,0,1,26.5833,1,0,1,72
9,20,1050,0,0,0,0,0,5.5667,1,0,1,72
9,20,1050,0,0,0,0,0,0.25,1,0,1,72
9,20,1050,0,0,0,0,0,26.5167,1,0,1,72
9,20,1050,0,0,0,0,0,10.2333,1,0,1,72
9,20,40,0,0,0,0,1,10.7,1,0,1,72
9,20,40,1,0,0,0,0,15.4333,1,0,1,72
9,20,815,0,0,0,0,0,2.3833,1,0,1,72
9,20,815,0,0,0,0,0,0.4167,1,0,1,72
10,20,595,0,1,0,0,0,9.7,1,1,1,37
10,20,595,1,1,0,0,0,8.1,1,1,1,37
10,20,595,0,1,0,0,0,1.65,1,1,1,37
10,20,595,1,1,0,0,0,22.3833,1,1,1,37
10,20,595,0,1,0,0,1,12.3167,1,1,1,37
10,20,595,1,1,0,0,0,8.7667,1,1,1,37
10,20,595,0,1,0,0,1,1.1,1,1,1,37
10,20,1050,1,0,0,0,0,22.8667,1,0,1,72
10,20,1050,1,0,0,0,0,19.9833,1,0,1,72
10,20,1050,0,0,0,0,0,11.35,1,0,1,72
10,20,65,0,1,0,0,0,15.8833,1,1,1,64
10,20,65,1,1,0,0,0,13.7167,1,1,1,64
10,20,710,0,0,0,0,0,26.4,1,0,1,72
10,20,710,1,0,0,0,1,22.8333,1,0,1,72
10,20,5280,1,1,0,0,0,26.2,1,1,1,65
10,20,5280,1,1,0,0,0,23.3333,1,1,1,65
10,20,5280,1,1,0,0,0,14.9333,1,1,1,65
10,20,5280,0,1,0,0,0,0.0667,0,1,1,65
10,20,5280,1,1,0,0,0,24.2333,1,1,1,65
10,20,5280,1,1,0,0,0,7.85,1,1,1,65
10,20,750,1,1,0,0,0,22.4333,1,1,1,54
10,20,750,1,1,0,0,0,11.8667,1,1,1,54
10,20,750,1,1,0,0,0,2.4333,1,1,1,54
10,20,5,0,0,0,0,0,17.0333,1,0,1,72
10,20,5,1,0,0,0,1,12.2,1,0,1,72
10,20,10,1,0,0,0,0,25,1,0,1,72
10,20,10,1,0,0,0,0,19.1833,1,0,1,72
10,20,10,1,0,0,0,0,15.65,1,0,1,72
10,20,10,0,0,0,0,0,11.6667,1,0,1,72
10,20,146,0,1,0,0,0,5.6,1,0,1,46
10,20,146,0,1,0,0,0,18.7667,1,0,1,46
10,20,20,0,1,0,0,0,19.4167,1,1,1,64
10,20,20,0,1,0,0,0,19.3167,1,1,1,64
10,20,20,0,1,0,0,0,7.3667,1,1,1,64
10,20,660,0,1,0,0,0,7.2667,1,1,1,38
10,20,660,0,1,0,0,0,1.1167,1,1,1,38
10,20,660,0,1,0,0,0,23.6667,1,1,1,38
10,20,660,0,1,0,0,0,13.0667,1,1,1,38
10,20,815,0,0,0,0,0,26.4833,1,0,1,72
10,20,815,1,0,0,0,1,18.8333,1,0,1,72
10,20,815,1,0,0,0,1,27.05,1,0,1,72
10,20,815,1,0,0,0,0,23.6333,1,0,1,72
10,20,435,1,1,0,1,0,25.6167,1,0,1,61
10,20,435,1,1,0,1,0,12.8167,1,0,1,61
11,20,590,0,1,1,0,0,24.6833,1,1,1,22
11,20,590,1,1,1,0,0,18.8333,1,1,1,22
11,20,590,0,1,1,0,1,14.9333,1,1,1,22
11,20,590,1,1,1,0,0,6.3167,1,1,1,22
11,20,590,0,1,1,0,1,0.1167,1,1,1,22
11,20,590,0,1,1,0,0,17.7833,1,1,1,22
11,20,590,1,1,1,0,1,17.45,1,1,1,22
11,20,590,1,1,1,0,0,9.2833,1,1,1,22
11,20,435,0,1,0,1,0,28.9833,1,0,1,68
11,20,435,0,1,0,1,0,14.25,1,0,1,68
11,20,435,1,1,0,1,0,6.5,1,0,1,68
11,20,435,0,1,0,1,0,1.8,1,0,1,68
11,20,435,1,1,0,1,0,4.3167,1,0,1,68
11,20,585,0,1,0,1,0,20.9833,1,0,1,31
11,20,585,1,1,0,1,1,17.1833,1,0,1,31
11,20,585,1,1,0,1,0,1.05,1,0,1,31
11,20,585,0,1,0,1,1,23.35,1,0,1,31
11,20,455,1,0,0,0,0,10.7833,1,0,1,72
11,20,455,0,0,0,0,0,1.2,1,0,1,72
11,20,455,1,0,0,0,0,14.9333,1,0,1,72
11,20,455,1,0,0,0,0,13.2833,1,0,1,72
11,20,455,0,0,0,0,0,4.3667,1,0,1,72
11,20,40,0,0,0,0,0,28.2833,1,0,1,72
11,20,40,1,0,0,0,0,22.75,1,0,1,72
11,20,40,0,0,0,0,0,22.9333,1,0,1,72
11,20,40,0,0,0,0,0,9.75,1,0,1,72
11,20,1090,0,1,0,0,0,13.0167,1,1,1,75
11,20,1090,1,1,0,0,0,8.5833,1,1,1,75
11,20,1090,0,1,0,0,0,12.2833,1,1,1,75
11,20,20,0,1,0,0,0,25.1833,1,1,1,52
11,20,20,1,1,0,0,1,21.5,1,1,1,52
11,20,20,0,1,0,0,0,15,1,1,1,52
11,20,20,0,1,0,0,0,10.9333,1,1,1,52
11,20,20,0,1,0,0,1,25.95,1,1,1,52
11,20,20,0,1,0,0,0,13.7833,1,1,1,52
11,20,20,0,1,0,0,0,1.05,1,1,1,52
11,20,100,0,1,0,0,1,23.4667,1,0,1,34
11,20,100,1,1,0,0,0,9.9,1,0,1,34
11,20,100,1,1,0,0,0,11.6333,1,0,1,34
11,20,5,0,0,0,0,0,4.75,1,0,1,72
11,20,5,1,0,0,0,1,1.15,1,0,1,72
11,20,5,1,0,0,0,0,15.2833,1,0,1,72
11,20,5,0,0,0,0,1,13.2333,1,0,1,72
11,20,585,1,0,0,0,0,22.3833,1,0,1,72
11,20,585,0,0,0,0,1,18.25,1,0,1,72
11,20,585,1,0,0,0,0,8.9,1,0,1,72
11,20,585,0,0,0,0,0,5.1667,1,0,1,72
